Source,Target,References(PMID)
SP1,PNOC,12062800
SP1,POLD1,11375983
SP1,POLD2,10978529
SP1,POLE2,11433027
SP1,PON1,15380450
SP1,POR,8660656
SP1,POR,8660656
SP1,POR,10864447;21900384
SP1,PPL,19583808
SP1,PPP2R2B,20533062
SP1,PRKCE,24825907
SP1,PRM1,18721868
SP1,PRNP,18990686
SP1,PRNP,23131565
SP1,PRSS50,18462069
SP1,PSEN1,10446206
SP1,PSIP1,22019592;23386123
SP1,PTEN,22030357
SP1,PTGES,20688046
SP1,PTGIR,19118563
SP1,PTGS2,15767339
SP1,PTGS2,15767339
SP1,PTHLH,8063775
SP1,PTK6,11997104
SP1,PTN,10962555
SP1,PTTG1,18339849
SP1,PTTG1,14644503
SP1,RARA,9626663
SP1,RASSF1,19450668
SP1,RECK,17828469
SP1,RECK,16377629
SP1,RECQL4,15674334
SP1,RECQL4,10552928
SP1,RELA,20538607;11964305;9151857
SP1,RELA,8450395
SP1,RETN,20360975
SP1,RGN,21526343
SP1,RORA,14742449
SP1,RPS3A,12463423
SP1,SCNN1B,11934701
SP1,SCT,15118068
SP1,SCTR,14645499
SP1,SERPINB5,17376297
SP1,SERPINE1,15039136
SP1,SERPINE1,10880342;11251188
SP1,SGPL1,21184844
SP1,SIGIRR,21077278
SP1,SIRT1,23843607
SP1,SKP2,19329185
SP1,SKP2,16969077
SP1,SLC13A4,23485456
SP1,SLC15A1,16616718
SP1,SLC19A1,15652157
SP1,SLC19A2,24525018
SP1,SLC19A3,15217784
SP1,SLC19A3,23989004;24525018
SP1,SLC25A20,21130740
SP1,SLC29A1,18064606
SP1,SLC31A1,20159940
SP1,SLC39A1,19026724
SP1,SLC39A8,18556457
SP1,SLC3A2,17023546
SP1,SLC4A2,23121767
SP1,SLC5A8,20082847
SP1,SLC7A5,17023546
SP1,SLC9A2,11254504;17561809
SP1,SMARCA1,18243132
SP1,SMPD1,10224156
SP1,SNAP25,18194215
SP1,SNAPC1,9644240
SP1,SNRPN,16116039
SP1,SOCS1,20644166
SP1,SOD1,8921911;9867871
SP1,SOD1,11724400
SP1,SOD2,11853549
SP1,SOD2,18779124;23500038
SP1,SOX3,15656994
SP1,SOX9,17289023
SP1,SP3,16024108
SP1,SPN,8055899
SP1,SPP1,11126367
SP1,SPRY2,14644509
SP1,SQSTM1,9762895
SP1,SRC,19112177
SP1,SREBF1,20179320
SP1,SREBF1,15462672
SP1,SRY,9582429
SP1,ST6GAL1,10814704
SP1,STAR,11111087;15129808
SP1,STARD3,12802284
SP1,STK11,22412893;23995788
SP1,SYP,12492469
SP1,TAF7,12364593
SP1,TAF7,11340078
SP1,TBX21,17075044
SP1,TBXA2R,18698092
SP1,TCN2,9774437
SP1,TERF2,19783902
SP1,TERT,18754863;21132266;21553143
SP1,TERT,10637317;14611815;18093727;19843528;19912441
SP1,TF,8548503
SP1,TFPI2,12446683
SP1,TGFA,10828826
SP1,TGFB1,9580699
SP1,TGFB1,22415074;2808430
SP1,TGFBR2,10982796;11687969
SP1,TGM4,10580145
SP1,TH,20124442
SP1,THBD,22406829
SP1,THBD,11036068
SP1,TICAM1,14960149
SP1,TIMP1,11830330
SP1,TIMP1,15048879;22415074
SP1,TIMP2,10764764
SP1,TIMP3,15468069
SP1,TIMP3,20056610
SP1,TINF2,9399940
SP1,TK1,10502302
SP1,TLR2,18423053
SP1,TLR2,18583567
SP1,TMPO,19747485
SP1,TNC,15001984
SP1,TNC,10618716;16245312
SP1,TNF,10688670;10913190
SP1,TNF,12759366
SP1,TNFRSF10B,20515942
SP1,TNFRSF10B,18097593;20354117
SP1,TNFSF10,21603612
SP1,TNFSF14,12215452
SP1,TNNI3,10652194
SP1,TPMT,20350137
SP1,TYMP,17805539
SP1,TYMS,10875244;9218479
SP1,UBC,19733223
SP1,UGCG,15342415
SP1,UGDH,16002992
SP1,UGDH,12682078
SP1,UGT1A4,19546240
SP1,UGT2B15,20070244
SP1,USP7,7642633
SP1,UTRN,11237613
SP1,VAMP2,8774732
SP1,VDR,15664452
SP1,VEGFA,10581162;12429844;15217947;15342781;16540671;16982770;21115498
SP1,VEGFA,11559575
SP1,VEGFA,10816575;11731421;12560084;14647449;18575762;23369005;8910439
SP1,VIM,12771217
SP1,WAS,10066431
SP1,WIF1,18701434
SP1,WRN,11896071
SP1,WT1,18064385
SP1,XIAP,17121920
SP1,XPC,19934262;21507255
SP1,YY1,22553354
SP100,ETS1,15247905
SP2,CD14,11698458
SP2,CEACAM1,15126343
SP2,DNMT3A,15362956
SP2,DNMT3B,15362956
SP2,HSD17B2,18270252
SP2,MAT2A,11124935
SP2,MMP9,17071613
SP2,PAPSS2,11931653
SP2,TRA,1341900
SP3,ABCA1,15922656
SP3,ABCA1,10884428
SP3,ACE,14679188
SP3,AGTR1,15507319
SP3,ALOX12,9164849
SP3,ALPL,11073119
SP3,ATP2A2,14613864
SP3,BIRC5,22334592
SP3,BPI,14623259
SP3,BSG,11814679
SP3,BTK,10362515
SP3,CA9,12615703
SP3,CBS,11415440
SP3,CCND1,22334592
SP3,CD14,11698458
SP3,CD2AP,21604172
SP3,CD83,12182451
SP3,ADGRE5,18329191
SP3,CDH2,15541732
SP3,CDKN1A,12434298
SP3,CDKN1A,12773551
SP3,CDKN1A,10485470;10649433
SP3,CDKN2A,10649433;17370299
SP3,CDKN2B,10649433;7592908
SP3,CENPH,22682030
SP3,CETP,10669650
SP3,CETP,12730302
SP3,CFTR,16877677
SP3,CHRNB4,10771000
SP3,COL11A2,16734381
SP3,COL1A1,10082137
SP3,COL2A1,12888570
SP3,COL2A1,18065760
SP3,CTSB,10701774
SP3,CTSL,11742542
SP3,CYP17A1,11463853
SP3,CYP27A1,11867220
SP3,CYP2F1,15860659
SP3,CYP3A5,11485307
SP3,CYP3A7,11495920
SP3,CYP46A1,20930312
SP3,DMRT1,11870074
SP3,DNASE2,12694199
SP3,DNMT3A,15362956
SP3,DNMT3B,15362956
SP3,EAPP,18588995
SP3,ERBB2,22553354
SP3,ETF1,14563555
SP3,F2R,9494121
SP3,FBLN1,11829738
SP3,FBP1,11023824
SP3,FGFR3,22334592
SP3,FOXP3,20462637
SP3,GDF5,24861163
SP3,GIPR,16087722
SP3,HBEGF,22641673
SP3,HDAC4,16280357
SP3,HGF,9223667
SP3,HMGA2,11802722
SP3,HOXB7,12697323
SP3,HSD17B2,16807381;18270252
SP3,ID4,9516472
SP3,IGFBP1,8776721
SP3,IGFBP3,12200149
SP3,IGFBP4,14767471
SP3,ITGA2,11238113
SP3,ITGAD,10722744
SP3,ITGAV,12136940
SP3,KDR,16574784
SP3,KDR,16678129
SP3,KLK3,15708372
SP3,LAMA1,17141338
SP3,LCAT,9610763
SP3,CNMD,15107420
SP3,LOR,12200429
SP3,LPL,9788252
SP3,LPL,18793716
SP3,LTC4S,10919991
SP3,MAOB,11259630
SP3,MAT2A,11124935
SP3,MICB,23527639
SP3,MMP2,15317818
SP3,MSH6,14585961
SP3,MUC2,11212251
SP3,MUC4,11418607
SP3,MUC6,15979574
SP3,MYCN,14567977
SP3,NFKB1,20538607
SP3,NKX2-1,10684967
SP3,NOS3,14555463
SP3,NOX4,21235713
SP3,OPRM1,11675004
SP3,PADI1,17851584
SP3,PADI3,16671893
SP3,PLAT,21437359
SP3,PLAUR,16261846
SP3,RASSF1,19450668
SP3,RECK,16377629
SP3,RELA,20538607
SP3,RORA,14742449
SP3,SCT,15118068
SP3,SCTR,14645499
SP3,SLC19A3,15217784
SP3,SLC1A3,14713304
SP3,SLC9A2,17561809
SP3,SOCS3,10570957
SP3,SOX18,18496767
SP3,TCN2,9774437
SP3,TFF1,18543253
SP3,TFF2,23000412
SP3,TGM4,10580145
SP3,TIMP1,11830330
SP3,TIMP2,10764764
SP3,TPMT,20350137
SP3,TRA,1341900
SP3,TYMP,17805539
SP3,UBC,19733223
SP3,UTRN,11237613
SP3,VEGFA,10816575;14647449
SP3,YY1,22553354
SP4,ASS1,19934275
SP4,BIRC5,22334592
SP4,CCND1,22334592
SP4,ERBB2,22553354
SP4,FGFR3,22334592
SP4,KDR,16574784
SP4,KDR,16678129
SP4,MAOB,11259630
SP4,NFKB1,20538607
SP4,PDE6B,11438531
SP4,RELA,20538607
SP4,YY1,22553354
SP7,COL11A2,16734381
SPDEF,AGR2,19786015
SPDEF,CDH1,23449978
SPDEF,KLK3,16237704;17483333
SPDEF,MMP9,20550708;22761428
SPDEF,MUC2,19786015
SPDEF,PLAUR,12907642
SPDEF,RETNLB,19786015
SPDEF,SERPINB5,12907642
SPDEF,SPINK4,19786015
SPDEF,SQSTM1,12700667
SPEN,DMPK,21637295
SPEN,NCOR2,11331609
SPI1,ACP5,11481336
SPI1,ALOX15,16320347
SPI1,BCL6,19564417
SPI1,BPI,14623259
SPI1,BTK,10362515
SPI1,CCL2,24429361
SPI1,CCL5,10760799
SPI1,CD163,10725797
SPI1,CD22,15892171
SPI1,CD40,10823830
SPI1,CD68,12676954
SPI1,CLEC4G,19111020
SPI1,CSF1,9632776
SPI1,CSF2RA,7565736
SPI1,CSF3R,7964503
SPI1,CSF3R,10453008
SPI1,CTSG,16019164
SPI1,CTSK,15304486
SPI1,CTSS,16365419
SPI1,CXCR1,9867862
SPI1,CYBB,9593745
SPI1,CYBB,10233904
SPI1,DAPK2,24038216
SPI1,ELANE,14732495;16247445
SPI1,ERAP2,15691326
SPI1,FCER1A,11971001
SPI1,FCER1A,24639354
SPI1,FCGR1A,10820245;14734612
SPI1,FES,7624145;8657143
SPI1,FLI1,10523830
SPI1,GATA1,20304827
SPI1,GATA1,11001896
SPI1,HCK,21993313
SPI1,IFIT3,21176776
SPI1,JCHAIN,8406004
SPI1,IL12B,11254706
SPI1,IL18,14991611
SPI1,IL1B,17386941
SPI1,IL1B,10801783
SPI1,IL5,19487701
SPI1,ITGA2B,9305885
SPI1,ITGAM,15163413;8095266;9295016
SPI1,ITGAX,9295016
SPI1,ITGAX,7678251
SPI1,ITGB2,9295016
SPI1,ITGB2,8670251
SPI1,MACROD1,19698236
SPI1,MAPK1,22075620
SPI1,MME,15892171
SPI1,MNDA,8809111
SPI1,MS4A1,11226004;15892171;19769942
SPI1,MSR1,7777517
SPI1,NCF2,10570299
SPI1,NCF2,20025940
SPI1,NSFL1C,10542290
SPI1,P2RY10,10567398
SPI1,PARG,19076642
SPI1,PEBP1,9334192
SPI1,PRG2,12202480
SPI1,PRTN3,10677505
SPI1,PTGIR,19118563
SPI1,RNASE2,9490699
SPI1,SCARB1,8007948
SPI1,SCARB2,8007948
SPI1,STAT3,24429361
SPI1,TLR4,16785240;20956019
SPI1,TLR4,10734131
SPI1,TNF,10748079
SPI1,TNFRSF11A,16083856
SPI1,WAS,10066431
SPI1,ZNF300,20471086
SPIB,CD40,10823830
SPIB,IRF7,22698399
SPIC,IL4,16647686
SRCAP,KLK3,20432434
SRCAP,PCK2,11522779
SREBF1,ACACB,12764144
SREBF1,ACLY,10777536
SREBF1,APOA5,15317819
SREBF1,APOA5,16448983
SREBF1,AR,20071336
SREBF1,BCL2L1,16091421
SREBF1,CAV1,19808659
SREBF1,CETP,10393213
SREBF1,CIC,17350599
SREBF1,FABP6,11684682
SREBF1,FAS,18420801
SREBF1,FAS,12531699;20173757;9300785
SREBF1,FASN,10520861;11790787;17449569
SREBF1,FDFT1,11008488;11111077
SREBF1,FDPS,8798690
SREBF1,HK2,14747281
SREBF1,HMOX1,17452746
SREBF1,IRS2,15881188;16091421
SREBF1,LDLR,22153697
SREBF1,LDLR,12180145
SREBF1,LPIN1,19553673
SREBF1,LRP1,20980003
SREBF1,NR0B2,15123650
SREBF1,PCK1,14744869
SREBF1,PCSK9,17921436
SREBF1,PDX1,16091421
SREBF1,PPARG,10409739
SREBF1,SCD,11414710
SREBF1,SCD5,22510410
SREBF1,THRSP,22672904
SREBF2,ABCA1,15922656;16901265
SREBF2,ABCG5,21123766
SREBF2,ABCG8,21123766
SREBF2,ACOT7,16335799
SREBF2,FABP6,11684682
SREBF2,FAS,9300785
SREBF2,FDFT1,11008488;11111077
SREBF2,FDPS,20450493
SREBF2,HMGCR,17448444
SREBF2,HMGCR,19288057
SREBF2,HNF4A,19179483
SREBF2,LDLR,16697011;17448444;21123766;22153697
SREBF2,LIPC,15721010
SREBF2,LRP1,16697011;20980003
SREBF2,MTTP,10455139
SREBF2,NPC1L1,21123766
SREBF2,NPC1L1,20460578;21527728
SREBF2,PCSK9,17448444;17921436;21123766;22288532
SREBF2,PON1,20728021
SREBF2,PON2,19497963
SREBF2,PPARG,10409739
SREBF2,PRSS8,16806080
SRF,ACTA1,15623502
SRF,CFTR,16170155
SRF,CREB1,1531519
SRF,DMD,9032300
SRF,FHL2,22456196
SRF,FOS,10742173;9734357
SRF,FOS,11846562;2200737;2493627
SRF,FOSL1,15806162
SRF,FXN,20808827
SRF,HMGXB4,20511232
SRF,HMGXB4,20511232
SRF,KPNA1,21131446
SRF,KPNB1,21131446
SRF,LMO7,21670154
SRF,MCL1,9880563
SRF,MMP14,12654640
SRF,MMP2,12654640
SRF,MMP9,19724058
SRF,MYL9,19724058
SRF,PLAU,15514113
SRF,PLG,15514113
SRF,PRRX1,18604245
SRF,SAMD4A,16814806
SRF,SERPINE1,15514113
SRF,SMN1,15550677
SRF,TAGLN,14970199
SRF,UBE2S,18780286
SRSF1,MYC,22545246
SRSF1,NFKB1,19183244
SRY,ETV2,22613723
SRY,NFKBIB,12475944
SRY,PROM1,21947321
SRY,SOX9,11980203;19513096;19753101;22215485;22613723
SRY,SOX9,21408189;21412441
SRY,TH,20124442;22568433
SRY,WDR5,22523547
SSB,HAP1,11781104
SSB,LAMB1,21896617
SSB,XIAP,10848591
SSX2,MMP2,15781633
STAT1,ACAT1,18000807
STAT1,APP,9841227
STAT1,BAX,17346710
STAT1,CCL2,12388243;17167270
STAT1,CCL3,16628196
STAT1,CCR1,16628196
STAT1,CD22,12855573
STAT1,CD40,10823830;15182726
STAT1,CD40LG,12855573
STAT1,CD86,10773351
STAT1,CDKN1A,10023678
STAT1,CEBPE,16918696
STAT1,CFTR,19061877
STAT1,CFTR,19061877
STAT1,CHAT,12425940
STAT1,CIITA,11397960;11464288;12847226;9491997
STAT1,CIITA,10202014;15247301;9551976
STAT1,CTSB,11556541
STAT1,CTSL,11556541
STAT1,CXCL10,22022583
STAT1,CXCL10,19479051;23153456
STAT1,EDN1,20217138
STAT1,EGFR,10558875;22693070
STAT1,FAS,16317104
STAT1,FCGR1A,14734612
STAT1,FCGRT,18566411
STAT1,FGF2,23086340
STAT1,FGF2,23086340
STAT1,FGFR3,16410555
STAT1,FOXP3,19124747
STAT1,GAST,20568281
STAT1,GAST,20949125
STAT1,GLS,22479354
STAT1,HLA-E,11137213
STAT1,HMOX1,19129475
STAT1,HSP90AA1,12940076
STAT1,ICAM1,12651068;9888295;9990314
STAT1,IFIT3,17050680
STAT1,IFNA1,18616672
STAT1,IFNA1,17050680
STAT1,IFNB1,19096445
STAT1,IFNG,13678429
STAT1,IFNG,15055356;18616672
STAT1,IFNG,16195385;20004484
STAT1,IFNLR1,20372826
STAT1,IL10,20709027
STAT1,IL1B,17386941
STAT1,IL1R1,15972639
STAT1,IL27,22761702
STAT1,IL2RA,10068671;12244150
STAT1,IL6,18616672
STAT1,IRF1,18497060;18694960;8647845
STAT1,IRF1,22002246
STAT1,IRF1,10068671;10764778;12077266;18401423;24478085
STAT1,IRF7,16628196
STAT1,IRF8,16918696;19074829
STAT1,IVL,10585866
STAT1,JAK2,21239533
STAT1,KRT17,21796151
STAT1,LCN2,24391115
STAT1,LY96,21572044
STAT1,MMP13,17179173
STAT1,MMP9,19965686
STAT1,MUC1,17151127
STAT1,MUC4,19757157;22537161
STAT1,MVP,16418217
STAT1,NOS2,12586443
STAT1,NOS2,16318585
STAT1,NOX1,19834108
STAT1,NOX4,19834108
STAT1,NOX5,22348975
STAT1,NR1H4,19393742
STAT1,OPRM1,15448191
STAT1,PIM1,10068671
STAT1,PLSCR1,16260419
STAT1,PML,21115099;22589541
STAT1,PML,15519999
STAT1,PPARA,24242046
STAT1,PRKCE,24825907
STAT1,PSMB9,10764778;10921891;16703666;9632673
STAT1,PTGS2,12586443
STAT1,PTGS2,10433370;16685393
STAT1,S100A10,12645529
STAT1,SCARB1,17998316
STAT1,SMARCA4,16195385
STAT1,SOCS3,19115200
STAT1,STAT2,16918696
STAT1,STAT3,22693070
STAT1,TAP1,15778351;9632673
STAT1,TBX21,18414429
STAT1,TIMP1,11918744
STAT1,TLR3,16628196
STAT1,TNFSF13B,23271704
STAT1,TP53,14602726
STAT1,TP53,24655378
STAT1,UPP1,20544543
STAT1,VIP,12425940
STAT1,XAF1,18035482
STAT2,CCL2,17167270
STAT2,IFIT3,19351818;20403236
STAT2,IFNA1,15827155
STAT2,IRF1,8647845
STAT2,NOS2,12586443
STAT2,PML,17062732
STAT2,PTGS2,12586443
STAT2,RCAN1,22426484
STAT2,SCARB1,17998316
STAT2,SCARB2,17998316
STAT2,STAT1,21498520
STAT3,A2M,11466367
STAT3,ABCA1,19783654
STAT3,AKAP12,22584896
STAT3,AKT1,16007214
STAT3,AR,23906537
STAT3,BCL2,15184887;15805299;18839277;19926637;21435102;22504301
STAT3,BCL2,22313388
STAT3,BCL2,18320073;20043094;20446017;21172343;21344490;21385902
STAT3,BCL2L1,11369651;15184887;15805299;16651438;17880940;20069389;21435102
STAT3,BCL2L1,20067773
STAT3,BCL2L1,15469392;16384639;18222423;18790750;20654581;21172343;21344490
STAT3,BCL6,20228272;23716595
STAT3,BIRC5,15184887;16651438;17880940;19284568;19880237
STAT3,BIRC5,15469392;20826784;21344490
STAT3,CCL11,19265112
STAT3,CCL11,20169197
STAT3,CCL2,24429361
STAT3,CCND1,16651438;19880237;19926637;21435102;22218594
STAT3,CCND1,19880237;22313388
STAT3,CCND1,12147685;15469392;16384639;16510571;18184402;20332458;21172343;21344490
STAT3,CCND2,12147685
STAT3,CCND3,15184887
STAT3,CD46,17699108
STAT3,CDH1,18320073;22205702
STAT3,CDK4,22218594
STAT3,CDKN1A,10023678;15286705
STAT3,CDKN1A,16923815;18320073;20654581
STAT3,CDKN1B,18320073
STAT3,CFB,22169226
STAT3,CFLAR,18222423
STAT3,CHI3L1,21953450
STAT3,CISH,14630083
STAT3,COPS5,21689417
STAT3,CRP,12667216;20978825;23361365
STAT3,CRP,18292576
STAT3,CSRP1,8621622
STAT3,CSRP1,18292576
STAT3,CTGF,21245987
STAT3,CXCL8,17726017
STAT3,CYP19A1,15072557
STAT3,CYR61,22401280
STAT3,DDIT3,23288901
STAT3,DIRAS3,23604529
STAT3,DNMT1,16861352;21944426
STAT3,DNMT1,19887607;23604529
STAT3,EGFR,21590492;23504318
STAT3,EPAS1,23991099
STAT3,ESR2,21546410
STAT3,ETV6,15229229
STAT3,F2R,23504318
STAT3,FAAH,12556536
STAT3,FAS,15223310
STAT3,FAS,16651438;22313388
STAT3,FGF1,14673954
STAT3,FGF2,21418908;23086340
STAT3,FGF2,16540670
STAT3,FGG,11460505
STAT3,FGL1,19304666
STAT3,FLT3,16418395
STAT3,FOS,12600988;14737107;17204573
STAT3,GAST,20568281
STAT3,GAST,20949125
STAT3,GFAP,21833841
STAT3,GFAP,11740937
STAT3,GREB1,23056300
STAT3,HAMP,18671304
STAT3,HAMP,16835372
STAT3,HGF,12168776
STAT3,HGF,23954444
STAT3,HIF1A,17597020;18644974;19265129
STAT3,HIF1A,23991099
STAT3,HMOX1,19129475
STAT3,HP,17645497
STAT3,HSPA4,19754877
STAT3,HSPB1,14715258
STAT3,ICAM1,23690481;8675499
STAT3,IFNAR1,18550668
STAT3,IFNG,18616672
STAT3,IKBKE,22330135
STAT3,IL10,12817009;18765795
STAT3,IL10,10903771;15034082;17404037;18403020;19124156
STAT3,IL11,23224145
STAT3,IL1RN,20032313
STAT3,IL2,18550668
STAT3,IL21,18209077
STAT3,IL2RA,10068671;11368440;24159173
STAT3,IL6,10391682;18765795;20930550;22547075;22927445
STAT3,IL6,18616672
STAT3,IL6,22105366;22363173
STAT3,IRF1,8647845
STAT3,IRF1,10068671
STAT3,JAK2,17151100
STAT3,JAK2,19783654
STAT3,JUNB,17204573
STAT3,KLF11,18505768
STAT3,KRT17,21796151
STAT3,LCAT,12032172
STAT3,LEP,18242580;19492417
STAT3,LGALS3BP,18594176
STAT3,LTBP1,22814105
STAT3,MCL1,15184887;15805299;16432172;17880940;19523441
STAT3,MCL1,22313388
STAT3,MCL1,15469392;16317687;18790750;19595668;20654581;22465052
STAT3,MDC1,20804538
STAT3,MICA,21257710;23686482
STAT3,MMP1,16205632;17460772;21410405
STAT3,MMP10,16205632
STAT3,MMP14,14673954
STAT3,MMP2,17533737;19284568;20069389
STAT3,MMP2,17533737
STAT3,MMP2,16540670
STAT3,MMP3,17460772;23967200
STAT3,MMP7,18411043
STAT3,MMP7,20939893
STAT3,MMP9,20067773
STAT3,MUC1,17151127;19578748;21325207
STAT3,MUC4,18573283
STAT3,MUC4,15485908
STAT3,MUC5B,15485908
STAT3,MYC,15184887;17204573;19259613
STAT3,MYC,20067773;22317895
STAT3,MYC,10464281;15469392;18184402;20654581
STAT3,MYD88,12244150
STAT3,NANOG,21689689
STAT3,NLK,15764709
STAT3,NME1,23583378
STAT3,NOX1,19834108
STAT3,NOX4,19834108
STAT3,NOX5,22348975
STAT3,NR2C2,15764709
STAT3,OAS1,18550668
STAT3,OPRM1,15448191
STAT3,OSM,10391682
STAT3,PAX3,19074888
STAT3,PGF,23042533
STAT3,PHB,17324931
STAT3,PIAS3,14630083
STAT3,PIM1,22273698
STAT3,PIM1,10068671
STAT3,POU2F1,23172665
STAT3,PPARA,24242046
STAT3,PRDM1,1702555
STAT3,PRDM1,12953803
STAT3,PROS1,16840717
STAT3,PSMB5,24627483
STAT3,PTEN,22055460
STAT3,PTGS2,20145033
STAT3,PTGS2,21172343
STAT3,PTPN13,24191246
STAT3,PTPN6,14630083;16825495;21792937
STAT3,PTPN6,15870198
STAT3,ROR1,20686606
STAT3,S100A11,24376686
STAT3,S1PR1,21102457
STAT3,SAA1,16236134;23391827
STAT3,SALL4,19151334
STAT3,SHH,22554932
STAT3,SOCS1,14630083;20003295;20357037
STAT3,SOCS3,11788008;15184887;19332118;20357037;22179221
STAT3,SOCS3,23335796
STAT3,STAT1,22693070
STAT3,STK11,24913037
STAT3,STS,21331591
STAT3,TERT,20171193;23158658
STAT3,TGFB1,16474852
STAT3,TIMP1,15161657
STAT3,TIMP1,11918744;15920698
STAT3,TNFRSF10B,19351839
STAT3,TP53,20043094
STAT3,TP63,18198175
STAT3,TRH,11134186
STAT3,TWIST1,17909010
STAT3,TWIST1,23623921
STAT3,TWIST1,17909010
STAT3,TWIST2,17909010
STAT3,TYK2,18550668
STAT3,UCP2,21344490
STAT3,USP7,22750444
STAT3,VDR,23424038
STAT3,VEGFA,23104276
STAT3,VEGFA,11960372;15735682;17169602;17533737;19284568;19880237;21278793;21418908
STAT3,VEGFA,17533737;19880237;22313388
STAT3,VEGFA,12824281;16540670;16899623;17937859;18184402;18320073;19020709;20043094;21172343;21344490;21731766;25101566
STAT3,VEGFB,16899623;21731766
STAT3,ZFP36,21606497
STAT4,IFNG,9558063;9642277
STAT4,IL2RA,10068671
STAT4,IRF1,10068671;10358173
STAT4,MYC,10702306
STAT4,NOX1,19834108
STAT4,NOX4,19834108
STAT4,PIM1,10068671
STAT4,PRF1,12372421
STAT4,S100A4,22740693
STAT4,SOCS3,14559241
STAT4,TBX21,19923468
STAT5,BCL6,23716595
STAT5A,BCL2L1,11756417
STAT5A,BCL6,16819511
STAT5A,CCND1,14645506
STAT5A,CCND2,22723377
STAT5A,CDKN2B,22723377
STAT5A,CEL,9841868
STAT5A,CSN2,15746097;16832345
STAT5A,ESR1,11731618
STAT5A,HRH1,24535227
STAT5A,IFNG,15528362
STAT5A,SP1,17922009
STAT5A,STK11,24913037
STAT5A,SUMO1,22723377
STAT5B,BCL2L1,20585448
STAT5B,BCL6,16819511
STAT5B,CCND1,14645506
STAT5B,CEL,9841868
STAT5B,ESR1,11731618
STAT5B,ESR2,11731618
STAT5B,IFNG,15528362
STAT5B,IGF1,22419735
STAT6,ADRA2B,15037199
STAT6,ALOX12,10657944
STAT6,ALOX15,12517954
STAT6,ALOX15,10657944
STAT6,CCL11,17541284
STAT6,CCL11,20169197
STAT6,CCL11,10586089;14660485
STAT6,CCL17,18191727
STAT6,CCL26,11544308;15589317
STAT6,CCL26,18342537
STAT6,CD40,11086058
STAT6,CISH,18342537
STAT6,CNR1,18156315
STAT6,COL1A1,14603527
STAT6,COL1A2,14603527
STAT6,CXCL8,16004996
STAT6,CYP2E1,20723539
STAT6,CYSLTR1,16210619
STAT6,DUSP1,18342537
STAT6,EGLN3,18342537
STAT6,FCER2,9686563
STAT6,FOS,11922943
STAT6,FOS,18342537
STAT6,FOSB,18342537
STAT6,HSD3B2,15632317
STAT6,IL13,12776189
STAT6,IL1R1,8757327
STAT6,IL4,12082548;16647686;20214667
STAT6,IL4,12605697;12776189;14993689;19419769;20225206
STAT6,IRF4,10601358
STAT6,ITGA2B,20652946
STAT6,OPRM1,20828825
STAT6,ORMDL3,23461825
STAT6,PTGS2,17237818
STAT6,RHOA,19857574
STAT6,SELE,9092569
STAT6,SELP,10364072
STAT6,SIDT1,18342537
STAT6,SLC26A4,24429829
STAT6,SOCS1,15199062;18342537
STAT6,STAT1,19440213
STAT6,TLR4,16433852
SUGP1,IL1B,9878621
SUPT3H,NEDD4L,8649367
SUZ12,HOXA9,15225548
SUZ12,IGF2,23962719
SUZ12,SNAI2,23836662
SUZ12,TWIST1,23836662
TAF1,AR,20181722
TAF1,CDKN1A,17996705
TAF1,LRIG2,22721266
TAF1,SRC,14993269
TAF1,TBP,16858867
TAF4,ATF7,16205117
TAF4,CDKN1A,17996705
TAF5,CDKN1A,17996705
TAL1,ALDH1A2,9819382
TAL1,ANGPT2,22792348
TAL1,CD34,14715640
TAL1,EPOR,22982397
TAL1,ERG,21536859
TAL1,KRT7,20140202
TAL1,MYB,22897851
TAL1,MYCN,24334727
TAL1,NFKB1,16778171
TAL1,TERT,19587703
TBC1D22A,ACBD3,23572552
TBL1X,MYC,20493879
TBP,APP,8015372
TBP,BCL2,11313951
TBP,BDKRB1,15705059
TBP,CCNB1,17098936
TBP,CDKN1A,17996705
TBP,CRP,18684932
TBP,E2F1,9400991
TBP,FOS,15767669
TBP,FUS,19841068
TBP,IGFBP4,11058964
TBP,IL6,9209275
TBP,LIN28B,23494474
TBP,MYC,7880838;9797456
TBP,NF1,15767669
TBP,PPBP,7958954
TBPL1,NF1,15767669
TBR1,RELN,19165920
TBX2,CDKN1A,20624445
TBX2,CDKN2A,15300007;20624445
TBX20,FGF10,22303449
TBX21,CCR4,14500650
TBX21,CHST4,22446378
TBX21,CXCR3,14500650;21540308
TBX21,FUT7,17075044
TBX21,GATA3,17075044
TBX21,IFNG,17541280;19348920;20977921;21540308
TBX21,IFNG,12938094;16498264;16737784;17705132;19879772;20056084;21507199;22521571;24752800
TBX21,IL10,21507199
TBX21,IL13,18504404;19348920
TBX21,IL4,17541280;18504404;19348920
TBX21,IL4,22521571
TBX21,NELFCD,21930963
TBX21,PTGDR2,14500650
TBX21,YY1,21272048
TBX3,CDKN1A,20624445
TBX3,CDKN2A,15300007;20624445
TBX5,CDKN2A,20802524
TBX5,GJA5,18451335
TBX5,ITGA9,23139255
TBX5,MYH6,15735645
TBX5,NPPA,14573514;18451335
TCF12,CDH1,22130667
TCF19,CCNE1,15051733
TCF3,AICDA,18203819
TCF3,BBC3,23684607
TCF3,BTS1,9030974
TCF3,CD4,17486074
TCF3,CDH1,20053763
TCF3,CDK6,21788410
